title,remote_work,contract_type,Competence,end_date,company_description,requirements,niveau d'expérience,company_name,niveau d'études requis,number_of_positions,url,description,Region,sector,posted_date,id
Architecte Technique Transverse,,, AGILE AZURE JAVA MICROSOFT MONGODB SPRING SQL,,,,, RED TIC,,,,"Afin de répondre à ces orientations et pour renforcer les équipes techniques de l’un de nos grands comptes internationaux, nous...", Casablanca-Mohammedia & Rabat-Salé-Kénitra,,25.03.2024 ,
Agent de Support à la Clientèle pour Logiciel de Gestion/Comptabilité,,, ,,,,, TOP SYSTEM MAGHREB,,,,"TOP SYSTEM Maghreb, développe et assure le support d’applications pour la Belgique dans le domaine juridique (avocats), de l...", Casablanca-Mohammedia,,25.03.2024 ,
Manager de la Relation Client,,, COMMERCIALISATION COMMUNICATION DÉVELOPPEMENT COMMERCIAL LEADERSHIP PROSPECTION PROSPECTION CLIENT RELATION CLIENTS TÉLÉVENTE,,,,, SUPLEOR,,,,Nous sommes à la recherche d'un Manager de la Relation Client.Missions :Développement commercial :Vous jouerez un rôle clé..., Tanger-Tétouan-Al Hoceïma,,22.03.2024 ,
Ingénieur Système Informatique et Sécurité,,, AZURE CISCO EXCHANGE FORTINET MDM MICROSOFT PAAS SÉCURITÉ SOPHOS VEEAM VIRTUALISATION VMWARE,,,,, ECS INFORMATIQUE,,,,Nous sommes à la recherche d'un Ingénieur Système Informatique et Sécurité.Missions :Implémenter et déployer des projets d’..., Rabat-Salé-Kénitra,,21.03.2024 ,
Directeur de Projets,,, ASSURANCE QUALITÉ GESTION MANAGEMENT,,,,, RED TIC,,,,Nous sommes à la recherche d'un Directeur de Projets.Missions :Intervenir sur l’ensemble des aspects liés aux sujets qui lui..., Casablanca-Mohammedia,,21.03.2024 ,
Chef de Projet MOE,,, ,,,,, RED TIC,,,,Nous sommes à la recherche de Chef de Projet MOE.Missions :Analyse des Besoins Métier et conception système : Mener des analyses..., Casablanca-Mohammedia,,21.03.2024 ,
Architecte SI,,, TOGAF,,,,, RED TIC,,,,"Nous sommes à la recherche d'un Architecte SI.Missions :Garantir :L'application des normes, standards et des principes d...", Casablanca-Mohammedia,,21.03.2024 ,
Analyste Informatique,,, ITIL,,,,, BEST PROFIL,,,,"Nous recrutons pour notre client, très grande société multinationale, un Analyste Informatique sous contrat d'intéril pré-embauche.", Casablanca-Mohammedia,,21.03.2024 ,
Consultant Cloud et/ou DevOps - Casablanca,,, AZURE BASH DOCKER GIT GITLAB JENKINS LINUX MICROSOFT POWERSHELL PUPPET,,,,, AFRICAWORK,,,,"Nous recherchons un Consultant Cloud et/ou DevOps pour notre client, une entreprise de service numérique spécialisé dans les...", Rabat-Salé-Kénitra,,21.03.2024 ,
Chef de Projet Cash Management,,, AMÉLIORATION CONTINUE,,,,, RED TIC,,,,Le Chef de Projet Cash Management aura comme missions :Réaliser des missions d'assistance au pilotage du programme de corporate e-..., Casablanca-Mohammedia,,20.03.2024 ,
Consultant DevOps Squad,,, AGILE APACHE AZURE CONFLUENCE DOCKER DYNATRACE ELASTICSEARCH GITLAB GRAFANA JBOSS JENKINS JIRA LINUX ORACLE POWERSHELL PYTHON SHELL SQL TOMCAT,,,,, RED TIC,,,,"En tant que Consultant DevOps Squad au sein de la squad AP2R (Assortiment, Pricing, Promotion et Référentiel), vous aurez pour mission de :...", Rabat-Salé-Kénitra,,20.03.2024 ,
Consultant(e)s ERP Technico-Fonctionnels Odoo - Open-Prod,,, AGILE APPROCHE PROCESSUS BI GIT GPAO JASPERREPORTS JAVA LINUX MYSQL OPEN SOURCE PILOTAGE DE PROJETS POSTGRESQL PRODUCTION INDUSTRIELLE PYTHON TALEND,,,,, KAZACUBE,,,,Nous recrutons des Consultant(e)s ERP Technico-Fonctionnels Odoo - Open-Prod.Missions :Le/La consultant(e) technico-fonctionnel..., Casablanca-Mohammedia,,19.03.2024 ,
Expert en Sécurité Numérique et Anti-piratage - Anglophone,,, CERTIFICATION SÉCURITÉ,,,,, TECTRA CASA TERTIAIRE – RECRUTEMENT,,,,Nous recrutons pour notre client  un réseau de chaine de télévision basé à Casablanca un Expert en sécurité numérique et anti-..., Casablanca-Mohammedia,,16.03.2024 ,
"Animateurs, Animatrices Terrain",,, COMMUNICATION MARKETING,,,,, ENI,,,,DESCRIPTION DU POSTEL'Animateur Terrain aura pour mission la promotion des consignes automatiques en expliquant leurs avantages et leur..., Casablanca-Mohammedia,,15.03.2024 ,
Agent Comptable,,, ANALYSE FINANCIÈRE COMPTABILITÉ FINANCE GESTION RISQUES OPÉRATIONNELS,,,,, BEST PROFIL,,,,Nous sommes à la recherche d'un Agent Comptable., Casablanca-Mohammedia,,09.03.2024 ,
Credit Analyst,,, COMPTABILITÉ FINANCE GESTION GESTION D'ENTREPRISE TRÉSORERIE,,,,, BEST PROFIL,,,,Nous sommes à la recherche d'un Credit Analyst.Missions :Capacité à utiliser le système en administration des crédits et les..., Casablanca-Mohammedia,,09.03.2024 ,
Technicien en Support Informatique,,, ,,,,, TECTRA CASA BOURGOGNE – RECRUTEMENT,,,,"Pour l'un de ces clients opérant dans le secteur d'administration Publique, TECTRA recrute des Techniciens en Support Informatique....", Casablanca-Mohammedia,,07.03.2024 ,
Chef de Projet Sécurité - CFT,,, CFT LINUX,,,,, RED TIC,,,,Nous sommes à la recherche d'un Chef de Projet Sécurité.Missions :Coordonner la migration du système de transfert de fichiers (CFT..., Casablanca-Mohammedia,,07.03.2024 ,
Administrateur/Expert Poste de Travail,,, EXCHANGE MDT POWERSHELL SCCM,,,,, RED TIC,,,,Nous sommes à la recherche d'un Administrateur/Expert Poste de Travail.Missions :Gérer et administrer la plateforme d’..., Casablanca-Mohammedia,,07.03.2024 ,
Développeurs Fullstack Web/Mobile  - 15 000dhs Net - Marrakech,,, ANDROID C# FULL STACK JAVA JAVASCRIPT NET,,,,, MTS SYSTEM,,,,"Société à rayonnement international, implantée à Marrakech depuis 2006, spécialisée dans la distribution et le développement d’...", Casablanca-Mohammedia - Marrakech-Safi & Rabat-Salé-Kénitra,,07.03.2024 ,
Security Project Manager Anglophone - Finops Lead,,, AGILE ITSM,,,,, RED TIC,,,,We are looking for a Security Project Manager Anglophone.Serve as the link between the Financial and Operations teamsSupport the..., Casablanca-Mohammedia,,07.03.2024 ,
Chef de Projet AMOA,,, ,,,,, VISION BUSINESS CONSULTING,,,,"Pour le compte de notre client, nous sommes à la recherche d'un Chef de projet AMOA qui aura pour missions :Gérer le planning et...", Casablanca-Mohammedia,,29.02.2024 ,
Consultant  Paiement Expert,,, ,,,,, VISION BUSINESS CONSULTING,,,,"Pour le compte de notre client, nous sommes à la recherche d'un Consultant Paiement Expert qui aura pour missions :...", Casablanca-Mohammedia,,29.02.2024 ,
Chargée de Recrutement,,, FORMATION GESTION DES CANDIDATURES PROCESSUS DE RECRUTEMENT RECRUTEMENT,,,,, GROUPE MCE,,,,Nous recrutons pour notre compte une Chargée de Recrutement pour assurer les missions suivantes :Recueillir les besoins en recrutement ;..., Casablanca-Mohammedia,,07.04.2024 ,
Architecte Technique Transverse,,, AGILE AZURE JAVA MICROSOFT MONGODB SPRING SQL,,,,, RED TIC,,,,"Afin de répondre à ces orientations et pour renforcer les équipes techniques de l’un de nos grands comptes internationaux, nous...", Casablanca-Mohammedia & Rabat-Salé-Kénitra,,07.04.2024 ,
Ingénieur Système Informatique et Sécurité,,, AZURE CISCO EXCHANGE FORTINET MDM MICROSOFT PAAS SÉCURITÉ SOPHOS VEEAM VIRTUALISATION VMWARE,,,,, ECS INFORMATIQUE,,,,Nous sommes à la recherche d'un Ingénieur Système Informatique et Sécurité.Missions :Implémenter et déployer des projets d’..., Rabat-Salé-Kénitra,,07.04.2024 ,
Technicien en Informatique,,, ACCOMPAGNEMENT DOCUMENTATION,,,,, INTELLIA,,,,Nous sommes à la recherche d'un Technicien en Informatique.Missions :Réceptionner les réclamations d’ordre technique..., Casablanca-Mohammedia,,07.04.2024 ,
Expert ETL/FME,,, ETL,,,,, VISION BUSINESS CONSULTING,,,,"Pour le compte de notre client bancaire, nous sommes à la recherche d'un Expert ETL/FME qui aura pour missions :...", Casablanca-Mohammedia,,07.04.2024 ,
Technico-commercial,,, PROSPECTION PROSPECTION COMMERCIALE VENTE,,,,, BEST PROFIL,,,,"Nous recrutons pour notre client, un Technicocommercial sous contrat CDI Missions :Prospection commerciale⁠Développement...", Casablanca-Mohammedia,,06.04.2024 ,
Développeur Full-Stack Java Angular (H/F) - Rabat,,, AGILE CSS3 DOCKER ECLIPSE GIT GITLAB JAVA JAVASCRIPT JENKINS MAVEN MYSQL POSTGRESQL REACT SONARQUBE SPRING TDD,,,,, AFRICAWORK,,,,"Nous recherchons, pour notre client basé à Rabat, un Développeur full-stack JAVA Angular confirmé.Réputés pour leur...", Rabat-Salé-Kénitra,,03.04.2024 ,
Technicien Support IT,,, SUPPORT TECHNIQUE,,,,, SUPLEOR,,,,"En tant que Technicien Support IT du plateau offshore, votre rôle principal sera d'assurer la liaison entre les opérations techniques...", Tanger-Tétouan-Al Hoceïma,,03.04.2024 ,
Data Analyst BI Datafactory,,, AUTOSYS BI GIT GITLAB LINUX POWERSHELL SQL,,,,, RED TIC,,,,Nous sommes à la recherche d'un Data Analyst BI Datafactory.Missions :Maitrise de l’activité data-driven sur l’..., Casablanca-Mohammedia,,01.04.2024 ,
Consultant/DBA Oracle EPM,,, ESSBASE HYPERION ORACLE,,,,, RED TIC,,,,"Dans le cadre de cette mission, Notre Client  dispose d’une solution EPM basée sur Oracle Essbase. Votre mission consiste à...", Rabat-Salé-Kénitra,,01.04.2024 ,
Testing Expert,,, AGILE CONFLUENCE JIRA SCRUM,,,,, AFRICAWORK,,,,"Nous recrutons pour le compte de notre client, une ESN un ""Testing Expert"" en mode hybride en contrat CDI à Rabat/Casablanca...", Casablanca-Mohammedia & Rabat-Salé-Kénitra,,01.04.2024 ,
Développeurs Fullstack Senior .Net / ReactJS (Rabat et Casablanca),,, AGILE BDD C# CSS GENERIX GIT HTML LINQ NET PROC SQL,,,,, AFRICAWORK,,,,"Nous recherchons, pour notre client basé à Rabat et Casablanca, des Développeurs full-stack Séniors .Net/ReactJS.Réputés pour...", Rabat-Salé-Kénitra,,01.04.2024 ,
Analyste Centre de Service Groupe,,, ,,,,, FONDATION ARRAWAJ,,,,Nous sommes à la recherche d'un Analyste Centre de Service Groupe.Missions :Résoudre les incidents et les demandes liées aux..., Rabat-Salé-Kénitra,,01.04.2024 ,
Développeur Fullstack .NET/ReactJS,,, ASP BDD C# CSS ENTITY FRAMEWORK HTML LINQ NET NOSQL PROC REACT SQL,,,,, AFRICAWORK,,,,"Nous recrutons un Développeur Sénior Fullstack .NET/ReactJS en mode hybride pour le compte de notre client, une multinationale américaine...", Casablanca-Mohammedia & Rabat-Salé-Kénitra,,01.04.2024 ,
Manager de la Relation Client,,, COMMERCIALISATION COMMUNICATION DÉVELOPPEMENT COMMERCIAL LEADERSHIP PROSPECTION PROSPECTION CLIENT RELATION CLIENTS TÉLÉVENTE,,,,, SUPLEOR,,,,Nous sommes à la recherche d'un Manager de la Relation Client.Missions :Développement commercial :Vous jouerez un rôle clé..., Tanger-Tétouan-Al Hoceïma,,30.03.2024 ,
Architecte SI,,, TOGAF,,,,, RED TIC,,,,"Nous sommes à la recherche d'un Architecte SI.Missions :Garantir :L'application des normes, standards et des principes d...", Casablanca-Mohammedia,,29.03.2024 ,
Chef de Projet MOE,,, ,,,,, RED TIC,,,,Nous sommes à la recherche de Chef de Projet MOE.Missions :Analyse des Besoins Métier et conception système : Mener des analyses..., Casablanca-Mohammedia,,29.03.2024 ,
Directeur de Projets,,, ASSURANCE QUALITÉ GESTION MANAGEMENT,,,,, RED TIC,,,,Nous sommes à la recherche d'un Directeur de Projets.Missions :Intervenir sur l’ensemble des aspects liés aux sujets qui lui..., Casablanca-Mohammedia,,29.03.2024 ,
Chef de Projet Cash Management,,, AMÉLIORATION CONTINUE,,,,, RED TIC,,,,Le Chef de Projet Cash Management aura comme missions :Réaliser des missions d'assistance au pilotage du programme de corporate e-..., Casablanca-Mohammedia,,28.03.2024 ,
Analyste Informatique,,, ITIL,,,,, BEST PROFIL,,,,"Nous recrutons pour notre client, très grande société multinationale, un Analyste Informatique sous contrat d'intéril pré-embauche.", Casablanca-Mohammedia,,21.03.2024 ,
Consultant Cloud et/ou DevOps - Casablanca,,, AZURE BASH DOCKER GIT GITLAB JENKINS LINUX MICROSOFT POWERSHELL PUPPET,,,,, AFRICAWORK,,,,"Nous recherchons un Consultant Cloud et/ou DevOps pour notre client, une entreprise de service numérique spécialisé dans les...", Rabat-Salé-Kénitra,,21.03.2024 ,
Consultant DevOps Squad,,, AGILE APACHE AZURE CONFLUENCE DOCKER DYNATRACE ELASTICSEARCH GITLAB GRAFANA JBOSS JENKINS JIRA LINUX ORACLE POWERSHELL PYTHON SHELL SQL TOMCAT,,,,, RED TIC,,,,"En tant que Consultant DevOps Squad au sein de la squad AP2R (Assortiment, Pricing, Promotion et Référentiel), vous aurez pour mission de :...", Rabat-Salé-Kénitra,,20.03.2024 ,
Expert en Sécurité Numérique et Anti-piratage - Anglophone,,, CERTIFICATION SÉCURITÉ,,,,, TECTRA CASA TERTIAIRE – RECRUTEMENT,,,,Nous recrutons pour notre client  un réseau de chaine de télévision basé à Casablanca un Expert en sécurité numérique et anti-..., Casablanca-Mohammedia,,16.03.2024 ,
"Animateurs, Animatrices Terrain",,, COMMUNICATION MARKETING,,,,, ENI,,,,DESCRIPTION DU POSTEL'Animateur Terrain aura pour mission la promotion des consignes automatiques en expliquant leurs avantages et leur..., Casablanca-Mohammedia,,15.03.2024 ,
Agent Comptable,,, ANALYSE FINANCIÈRE COMPTABILITÉ FINANCE GESTION RISQUES OPÉRATIONNELS,,,,, BEST PROFIL,,,,Nous sommes à la recherche d'un Agent Comptable., Casablanca-Mohammedia,,09.03.2024 ,
Ingénieur Système Informatique et Sécurité,,, AZURE CISCO EXCHANGE FORTINET MDM MICROSOFT PAAS SÉCURITÉ SOPHOS VEEAM VIRTUALISATION VMWARE,,,,, ECS INFORMATIQUE,,,,Nous sommes à la recherche d'un Ingénieur Système Informatique et..., Rabat-Salé-Kénitra,,02.05.2024 ,
Directeur de Programme de Cybersécurité,,, GESTION GOUVERNANCE MANAGEMENT,,,,, RED TIC,,,,Nous sommes à la recherche d'un Directeur de Programme de..., Casablanca-Mohammedia,,02.05.2024 ,
Développeurs Full stack Web/Mobile - 15 000dhs Net - Marrakech,,, ANDROID C# FULL STACK JAVA JAVASCRIPT NET,,,,, MTS SYSTEM,,,,"Société à rayonnement international, implantée à Marrakech depuis 2006,...", Marrakech-Safi,,01.05.2024 ,
Expert ETL/FME,,, ETL,,,,, VISION BUSINESS CONSULTING,,,,"Pour le compte de notre client bancaire, nous sommes à la recherche d'un...", Casablanca-Mohammedia,,30.04.2024 ,
Consultant SAP ABAP (H/F),,, ABAP SAP,,,,, AFRICASHORE,,,,"Nous recherchons un Consultant SAP ABAP (H/F) pour notre client, une soci...", Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,,29.04.2024 ,
Consultant SAP FI-CO/PS (H/F),,, SAP,,,,, AFRICASHORE,,,,"Nous recherchons un Consultant SAP FI-CO/PS (H/F) pour notre client, une soci...", Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,,29.04.2024 ,
Consultant SAP EHS (H/F),,, REACH SAP,,,,, AFRICASHORE,,,,"Nous recherchons un Consultant SAP EHS (H/F) pour notre client, une soci...", Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,,29.04.2024 ,
Consultant SAP Senior (H/F),,, ABAP SAP,,,,, AFRICASHORE,,,,"Nous recherchons un Consultant SAP Sénior (H/F) pour notre client, une...", Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,,29.04.2024 ,
Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F),,, SAP,,,,, AFRICASHORE,,,,Nous recherchons un Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F) pour notre client..., Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,,29.04.2024 ,
Lead Développeur Java JEE (H/F),,, AGILE CSS ECLIPSE HIBERNATE HTML JAVA JAVA JEE JAVASCRIPT JENKINS JUNIT MAVEN SPRING UML,,,,, AFRICASHORE,,,,"Nous recherchons un Lead Développeur Java JEE (H/F) pour notre client,...", Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,,29.04.2024 ,
Développeur Java Struts,,, ,,,,, RED TIC,,,,Nous recherchons un Développeur Java Struts expérimenté pour rejoindre notre..., Rabat-Salé-Kénitra,,26.04.2024 ,
Technicien en Informatique,,, ACCOMPAGNEMENT DOCUMENTATION,,,,, INTELLIA,,,,Nous sommes à la recherche d'un Technicien en Informatique.Missions :..., Casablanca-Mohammedia,,26.04.2024 ,
Scrum Master,,, AGILE SCRUM,,,,, RED TIC,,,,"En tant que Scrum Master, votre mission consiste à s’assurer que la...", Rabat-Salé-Kénitra,,25.04.2024 ,
Consultant Junior,,, AGILE ANDROID BATCH ECLIPSE GIT HIBERNATE JAVA JIRA JSF JUNIT SCRUM SPRING,,,,, RED TIC,,,,Nous sommes à la recherche d'un Consultant Junior.Missions :Analyser..., Casablanca-Mohammedia,,25.04.2024 ,
Analyste Centre de Service Groupe,,, ,,,,, FONDATION ARRAWAJ,,,,Nous sommes à la recherche d'un Analyste Centre de Service Groupe...., Rabat-Salé-Kénitra,,23.04.2024 ,
Chargée de Recrutement,,, FORMATION GESTION DES CANDIDATURES PROCESSUS DE RECRUTEMENT RECRUTEMENT,,,,, GROUPE MCE,,,,Nous recrutons pour notre compte une Chargée de Recrutement pour assurer les..., Casablanca-Mohammedia,,22.04.2024 ,
Développeur Full-Stack Java Angular (H/F) - Rabat,,, AGILE CSS3 DOCKER ECLIPSE GIT GITLAB JAVA JAVASCRIPT JENKINS MAVEN MYSQL POSTGRESQL REACT SONARQUBE SPRING TDD,,,,, AFRICAWORK,,,,"Nous recherchons, pour notre client basé à Rabat, un Développeur full-...", Rabat-Salé-Kénitra,,11.04.2024 ,
Technicien Support IT,,, SUPPORT TECHNIQUE,,,,, SUPLEOR,,,,"En tant que Technicien Support IT du plateau offshore, votre rôle principal...", Tanger-Tétouan-Al Hoceïma,,11.04.2024 ,
Développeur Fullstack .NET/ReactJS,,, ASP BDD C# CSS ENTITY FRAMEWORK HTML LINQ NET NOSQL PROC REACT SQL,,,,, AFRICAWORK,,,,Nous recrutons un Développeur Sénior Fullstack .NET/ReactJS en mode hybride..., Casablanca-Mohammedia & Rabat-Salé-Kénitra,,09.04.2024 ,
Développeurs Fullstack Senior .Net / ReactJS (Rabat et Casablanca),,, AGILE BDD C# CSS GENERIX GIT HTML LINQ NET PROC SQL,,,,, AFRICAWORK,,,,"Nous recherchons, pour notre client basé à Rabat et Casablanca, des ...", Rabat-Salé-Kénitra,,09.04.2024 ,
Testing Expert,,, AGILE CONFLUENCE JIRA SCRUM,,,,, AFRICAWORK,,,,"Nous recrutons pour le compte de notre client, une ESN un ""Testing Expert...", Casablanca-Mohammedia & Rabat-Salé-Kénitra,,09.04.2024 ,
Technico-commercial,,, PROSPECTION PROSPECTION COMMERCIALE VENTE,,,,, BEST PROFIL,,,,"Nous recrutons pour notre client, un Technicocommercial sous contrat CDI...", Casablanca-Mohammedia,,06.04.2024 ,
Manager de la Relation Client,,, COMMERCIALISATION COMMUNICATION DÉVELOPPEMENT COMMERCIAL LEADERSHIP PROSPECTION PROSPECTION CLIENT RELATION CLIENTS TÉLÉVENTE,,,,, SUPLEOR,,,,Nous sommes à la recherche d'un Manager de la Relation Client.Missions..., Tanger-Tétouan-Al Hoceïma,,30.03.2024 ,
Analyste Informatique,,, ITIL,,,,, BEST PROFIL,,,,"Nous recrutons pour notre client, très grande société multinationale, un...", Casablanca-Mohammedia,,21.03.2024 ,
Consultant Cloud et/ou DevOps - Casablanca,,, AZURE BASH DOCKER GIT GITLAB JENKINS LINUX MICROSOFT POWERSHELL PUPPET,,,,, AFRICAWORK,,,,"Nous recherchons un Consultant Cloud et/ou DevOps pour notre client,...", Rabat-Salé-Kénitra,,21.03.2024 ,
"QA Software Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire QA Software Architects ($60K/yr)

Online Hiring Events are live forums designed to...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-qa-software-architect---5000month---remote-work-casablanca-rabat-fez-87825.html,,,,09/11/2018,
"L3 Product Support Engineer - $8300/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire L3 Product Support Engineers ($100K/yr)

Online Hiring Events are live forums...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-l3-product-support-engineer---8300month---remote-work-casablanca-rabat-fez-87823.html,,,,09/11/2018,
"L2 Customer Support Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire L2 Customer Support Architects ($60K/yr).

Online Hiring Events are live forums...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-l2-customer-support-architect---5000month---remote-work-casablanca-rabat-fez-87822.html,,,,09/11/2018,
"L1 Customer Support Engineer - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover  connects  talent  from around the world with companies who are looking to hire only the best. We have ...","We're running an Online Hiring Event this coming Saturday to hire L1 Customer Support Engineers ($30k/year).

Online Hiring Events are live forums...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-l1-customer-support-engineer---2500month---remote-work-casablanca-rabat-fez-87821.html,,,,09/11/2018,
"Financial Analyst (English) - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire Financial Analysts ($30k/yr).

Online Hiring Events are live forums designed to enable you...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-financial-analyst-english---2500month---remote-work-casablanca-rabat-fez-87818.html,,,,09/11/2018,
"NetSuite Chief Architect - $8300/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire NetSuite Chief Architects ($100K/yr).

Online Hiring Events are live forums designed...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-netsuite-chief-architect---8300month---remote-work-casablanca-rabat-fez-87817.html,,,,09/11/2018,
"Android Software Engineer - $2500/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire Android Software Engineers ($30k/yr)

Online Hiring Events are live forums designed...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-android-software-engineer---2500month---remote-work-casablanca-rabat-fez-87814.html,,,,09/11/2018,
"PHP Software Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire PHP Software Architects ($60K/yr).

Online Hiring Events are live forums designed to...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-php-software-architect---5000month---remote-work-casablanca-rabat-fez-87813.html,,,,09/11/2018,
"Javascript Software Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire JavaScript Software Architects ($60K/yr).

Online Hiring Events are live forums designed...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-javascript-software-architect---5000month---remote-work-casablanca-rabat-fez-87812.html,,,,09/11/2018,
"C# (.NET) Software Architect - $5000/month - Remote Work | Casablanca, Rabat, Fez (Maroc)",,,,09/01/2019,"Who is Crossover? 

Crossover connects talent from around the globe with companies who are looking to hire only the best. We have more than 1850+ people...","We're running an Online Hiring Event this coming Saturday to hire C# (.NET) Software Architects ($60K/yr).

Online Hiring Events are live forums...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-crossover-recrutement-c-.net-software-architect---5000month---remote-work-casablanca-rabat-fez-87811.html,,,,09/11/2018,
Team Leader (F/H) | Casablanca (Maroc),,,,09/01/2019,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","vous assurez les responsabilités suivantes :


	Organiser, planifier et coordonner l’équipe au quotidien,
	Animer son...",,,,4.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-team-leader-fh-casablanca-87788.html,,,,09/11/2018,
Développeurs PHP- Symfony Confirmés (H/F) | Casablanca (Maroc),,,,09/01/2019,"Fort de plus de 180 000 collaborateurs et présent dans plus de 40 pays, Capgemini est l’un des leaders mondiaux du conseil, des services...","Fort d'une présence au Maroc depuis 2007, Capgemini TS Maroc se positionne aujourd'hui en tant que leader sur le marché. Dans le cadre de...",,,,1.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-capgemini-recrutement-developpeurs-php--symfony-confirmes-hf-casablanca-87787.html,,,,09/11/2018,
Consultant PL/SQL et FORMS | Casablanca (Maroc),,,,09/01/2019,"Atos SE (Société Européenne), est un leader de services numériques avec un chiffre d’affaires annuel pro forma de...","Votre mission :
En tant que Consultant PL/SQL et FORMS Sénior vous contribuez :

 

 


	à la mise en place et à la...",,,,10.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-atos-maroc-recrutement-consultant-plsql-et-forms-casablanca-87786.html,,,,09/11/2018,
Stage – Chargé (e ) de Recrutement BPO (H/F) | Casablanca (Maroc),,,,09/01/2019,"Fondé en 1976, Groupe CGI inc. est la cinquième plus importante entreprise indépendante de services en technologies de l’information...","Dans le cadre du développement de notre centre de production BPO, nous recrutons un stagiaire PFE en Ressources Humaines/Recrutement.

Au sein...",,,,1.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-cgi-technologies-et-solutions-maroc-recrutement-stage-charge-e-de-recrutement-bpo-hf-casablanca-87748.html,,,,09/11/2018,
Technicien Service Desk | sala al jadida (Maroc),,,,09/01/2019,Groupe européen opérant dans le secteur IT,"Vos principales missions en tant que Technicien Service Desk :


	Résoudre les incidents techniques du client.
	Assurer le traitement des demandes des...",,,,2.0,http://www.rekrute.com/web/20181109202217/http://www.rekrute.com/emploi-confidentiel-recrutement-technicien-service-desk-sala-al-jadida-87769.html,,,,09/11/2018,
