title,company_name,description,posted_date:,niveau d'études requis,niveau d'expérience,contract_type,Region,Competence
Microsoft Dynamics 365 Consutlant - Casablanca,RED TIC,"Configure system settings, modules, and workflows within Dynamics 365 Finance and Operations (F&O) based on business requirements.  Develop custom coded solutions and fix defects.  Troubleshoot code issues and determine root causes.  Conduct system testing and create detailed documentation.  Coordinate user acceptance testing (UAT) with clients to ensure the system functions effectively and meets business needs.  Collaborate with cross-functional teams and communicate effectively with clients and team members.",14.06.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,
Ingénieur Cloud DevOps,MOVE2CLOUD,"Nous cherchons pour notre client à Paris des  Ingénieurs Cloud / DevOps . Votre rôle consiste à créer, déployer et améliorer les fonctionnalités à travers toutes les couches de l’application. Vous travaillez en étroite collaboration avec le Product Owner pour implémenter ces fonctionnalités et garantir la stabilité technique et la cohérence. Vous êtes un membre clé de l’équipe qui possède la responsabilité totale du produit.   Maitrise d'un provider cloud AWS ou Azure ou GCP  Connaissances et usage de la conteneurisation (docker, Kubernetes)  Connaissance des chaines de CI/CD, usage de (Gitlab, Nexus, Jenkins, Ansible, Artifactory)  Bonnes connaissances des langages (Shell, PowerShell, yaml)  Connaissance...",14.06.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,International,AGILE - APACHE - ARTIFACTORY - AZURE - CENTOS - CONFLUENCE - DOCKER - GITLAB - JAVA - JAVASCRIPT - JBOSS - JENKINS - JIRA - NODE JS - NOSQL - POWERSHELL - PYTHON - SHELL - TOMCAT - UBUNTU - VPN
Formateur en Logiciels D´exploitation Minière,RED TIC,"Nous sommes à la recherche d'un  Formateur en Logiciels D'exploitation Minière.     Missions :     Développer et dispenser des programmes de formation adaptés aux besoins des professionnels du secteur minier pour des logiciels tels que Alastri Haul Infinity, CAT MineStar Fleet et Orica BlastIQ  Créer des supports de cours engageants, incluant des présentations, des guides et des exercices pratiques  Animer des sessions de formation sur site et en ligne, en veillant à engager les participants et à maximiser la rétention des connaissances  Évaluer les besoins en formation par des consultations avec les clients, des sessions de retour d'information et des évaluations de performances  Se tenir à jour des derniers...",07.06.2024,Bac+5 et plus,Expérience > 10 ans,Freelance,International,EXPLOITATION - EXPLOITATION MINIÈRE - FORMATION - MAINTENANCE - QUALITÉ
Chargé(e) de Reporting Comptable (Normes Françaises),SUPLEOR,"Nous sommes à la recherche d'un  Chargé(e) de Reporting Comptable.   Voici vos principaux cœurs de métier :   Grâce à des techniques d’automatisation, vous participerez à l’enregistrement des pièces justificatives comptables (achats, frais généraux…),  Vous aurez en charge les travaux de révision comptable, en autonomie technique ou avec assistance,  Vous veillerez au respect des échéances déclaratives des sociétés ainsi qu’aux règles et aux procédures comptables du Groupe,  Vous serez également en charge du reporting financier à destination du pôle consolidation,   L’objectif est d'établir des situations mensuelles, pour les diverses sociétés de votre portefeuille et concourir à l...",06.06.2024,Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,Tanger-Tétouan-Al Hoceïma,CEGID - COMPTABILITÉ - CONSOLIDATION - CONSOLIDATION COMPTABLE - CONSOLIDATION IFRS - FINANCE - GESTION - IFRS - REPORTING COMPTABLE - TURBO
Administrateur MDM (Master Data Management),MAROC FORCE EMPLOI,"Nous recrutons pour notre client un  Administrateur MDM (Master Data Management).    Principales responsabilités et fonctions :    Gestion et maintenance des données : Assurer la propreté et la gestion appropriée des données de base à travers divers systèmes tels que ERP, WMS, SFA et CRM. Cela comprend l’examen régulier, le nettoyage et la mise à jour des données afin de maintenir leur exactitude et leur fiabilité.  Assurance de la qualité des données : Surveiller activement la qualité des données, identifier et corriger toute inexactitude ou incohérence.   Collaboration et coordination : Travailler en étroite collaboration avec les différents ministères et intervenants pour veiller à ce que les données de référence...",04.06.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDD,Casablanca-Mohammedia,MDM - WMS
Manager de la Relation Client,SUPLEOR,"Nous sommes à la recherche d'un  Manager de la Relation Client.     Missions :     Développement commercial :    Vous jouerez un rôle clé dans le déploiement des activités commerciales de certaines de nos filiales au Maroc  Vous contribuerez à explorer de nouvelles opportunités sur certains marchés : recrutement, foodtech et finance notamment  Vous faciliterez l’introduction dans les réseaux d’affaires et identifierez des solutions de prospection client telles que les bases de données d’entreprises et le mapping.    Gestion et management de l’Unité Relation Client / Télévente / ADV sur le plateau :    Vous serez responsable de l’encadrement de tous les collaborateurs de cette...",30.05.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,Tanger-Tétouan-Al Hoceïma,COMMERCIALISATION - COMMUNICATION - DÉVELOPPEMENT COMMERCIAL - LEADERSHIP - PROSPECTION - PROSPECTION CLIENT - RELATION CLIENTS - TÉLÉVENTE
Commercial/Commerciale (IT) - Rabat,AFRICAWORK,"Nous recherchons un(e)  Commercial (e) dynamique et motivé(e) en CDI pour rejoindre notre client, une entreprise leader dans le  secteur des services informatiques et du conseil IT , basée à  Rabat .   À propos du   poste :   En tant que commercial(e), vous aurez la responsabilité de gérer et développer un portefeuille clients (IT), ainsi que de promouvoir et vendre des services informatiques.    Responsabilités :     Atteindre le chiffre d’affaires fixé par la direction commerciale  Gérer la relation client, de la prospection au règlement  Prospecter de nouveaux clients et identifier des opportunités commerciales  Développer et gérer un portefeuille clients existant  Élaborer et présenter des propositions...",30.05.2024,Bac+3,Expérience entre 2 ans et 5 ans,CDI,Rabat-Salé-Kénitra,NÉGOCIATION - PROSPECTION - VENTE
Chef de Projet Technique ERP,VITAE RECRUTEMENT INTERNATIONAL INC,"Nous sommes à la recherche d'un  Chef de Projet Technique ERP.    Fonctions liées au poste :    Participer à monter la structure du produit dans le système manufacturier  Développer et optimiser les outils nécessaires pour accroître l’efficacité de différents secteurs de la production  Participer au développement du système ERP, des différents outils informatiques, des processus et de la gestion des stocks de pièces fabriquées  Implantation des changements de produits au système manufacturier  Collaborer à l’amélioration continue de l’entreprise et supporter les autres départements de la production  Animer des Kaizens et les documenter  Participer à la validation de procédé  Avec l’aide de l...",29.05.2024,Bac+3,Expérience entre 5 ans et 10 ans,CDI,International,
Chef de Projets Finance & Risque,RED TIC,"RED TIC recherche pour son client un professionnel dynamique et expérimenté en tant que  Chef de Projet Finance et Risque,  passionné par la gestion financière, le contrôle des risques et que vous avez une solide expérience dans la conduite de projets.    Missions :     Assurer le pilotage opérationnel des projets et différents chantiers (cadrage des besoins et rédaction des EDB, suivi des développements et pilotage de la recette fonctionnelle et métier…)  Piloter les évolutions du système d’information bancaire SAB en coordination avec les équipes informatiques  Constituer le partenaire privilégié de l’Informatique et des interlocuteurs clés (groupe, finance, risque et lignes métiers…)  Piloter le...",21.05.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans,Freelance,Casablanca-Mohammedia,BANQUE - COMPTABILITÉ - FINANCE - GESTION - GESTION FINANCIÈRE - OPÉRATIONS BANCAIRES - SUIVI DE LA QUALITÉ
Chef de Projet - Scrum Master,RED TIC,"Nous sommes à la recherche d'un  Chef de Projet - Scrum Master.   Vous serez amené à réaliser les tâches ci-dessous :   Le suivi de l’équipe au quotidien (daily) et gestion des instances agiles Scrum  La participation au chiffrage des évolutions  La planification des évolutions  Le suivi des livrables (spécifications fonctionnelles, techniques, tests…)  Organisation des MEP  La gestion des risques et des problèmes  Le suivi des incidents, demandes de support dans le respect des SLA  Le suivi et le contrôle de la progression des évolutions  Coordination des activités entre l'entreprise, l'équipe de développement, les consultants techniques  Support des tests métiers  Gestion de la montée en compétence des...",18.05.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans,Freelance,Casablanca-Mohammedia,SCRUM
Directeur de Programme de Cybersécurité,RED TIC,"Nous sommes à la recherche d'un  Directeur de Programme de Cybersécurité.     Missions/Responsabilités :     Être responsable de l’atteinte des objectifs du programme Cyber-Sécurité de la Banque dans le respect des engagements pris vis-à-vis du Métier en conformité avec les orientations stratégiques de l’entité et des attentes du Sponsor  Piloter le portefeuille de projets du programme ainsi que l’enveloppe budgétaire associée permettant son exécution  Assurer un rôle de management fonctionnel et transverse sur un portefeuille de projets  Coordonner les projets, gérer les interdépendances et challenger les solutions de mise en œuvre.    Activités    Être responsable de l’...",10.05.2024,Bac+5 et plus,Expérience > 10 ans,Freelance,Casablanca-Mohammedia,GESTION - GOUVERNANCE - MANAGEMENT
Consultant SAP ABAP (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP ABAP (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Assurer la liaison avec les équipes de livraison pour aider à développer l'activité autour des caractéristiques techniques à venir, conformément à la stratégie et aux objectifs de l'organisation. 
	 Participation aux phases de conception et réalisation des développements. 
	 Mentorat des membres juniors de l'équipe ABAP ou de l'équipe technique au sein de l'organisation. Vous êtes en charge de la construction d'actifs et d'accélé...",07.05.2024,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ABAP - SAP
Consultant SAP FI-CO/PS (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP FI-CO/PS (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Concevoir, mettre en œuvre, déployer et soutenir les solutions financières SAP pour la finance, la comptabilité, le contrôle des coûts et le contrôle de gestion. 
	 Maintenir les compétences dans la conception et la configuration des processus des applications SAP ; la conception, le développement, l'intégration, les tests et le déploiement des applications SAP ; et l'architecture technique des applications SAP. 
	 Comprendre les exigences de l'entreprise afin de...",07.05.2024,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,SAP
Consultant SAP EHS (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP EHS (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Définir le champ d'application et les priorités opérationnelles pour les changements à petite échelle et peut participer à des exercices de définition du champ d'application à plus grande échelle. 
	 Spécifier et documenter les exigences opérationnelles selon les instructions, en assurant la traçabilité jusqu'à la source. Les analysées pour s'assurer qu'elles correspondent aux objectifs de l'entreprise et qu'elles sont cohérentes...",07.05.2024,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,REACH - SAP
Consultant SAP Senior (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP Sénior (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Participer aux études préalables et à l'élaboration des cahiers des charges. 
	 Mener de bout en bout les enrichissements/projets validés au carnet de travail Logistique SAP Achats, Stocks voire Production Planning (conception, paramétrage, réalisation, tests, conduite du changement, formation, support post go-live…) avec un fort engagement de résultat et une forte interaction avec les correspondants métiers. 
	 Participer au développement et au...",07.05.2024,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ABAP - SAP
Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Accompagner et soutenir nos utilisateurs sur leurs activités et problématiques quotidiennes en étant force de proposition pour l’amélioration continue de la solution. 
	 Mener de bout en bout les enrichissements/projets validés au carnet de travail Logistique SAP Achats, Stocks voire Production Planning (conception, paramétrage, réalisation, tests, conduite du changement, formation, support post go-live…) avec un fort engagement de résultat et une forte...",07.05.2024,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,SAP
Lead Développeur Java JEE (H/F),AFRICASHORE,"Nous recherchons un  Lead Développeur Java JEE (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Poste & Mission :  
	   
	 Intégré-e dans la Direction R&D au sein du service d’Architecture Technique des équipes de Développement, en charge de domaines techniques précis, votre périmètre comprend. 
	   
	 
	 Conception et développements techniques sur des technologies java/JEE ; 
	 Evolution et maintenance du Framework du progiciel ; 
	 Instruction et débogage des problèmes techniques avancés ; 
	 Participation au chiffrage et à la conception...",07.05.2024,Bac+3,Expérience entre 5 ans et 10 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - CSS - ECLIPSE - HIBERNATE - HTML - JAVA - JAVA JEE - JAVASCRIPT - JENKINS - JUNIT - MAVEN - SPRING - UML
Développeur Java Struts,RED TIC,"Nous recherchons un  Développeur Java Struts  expérimenté pour rejoindre notre équipe. Le candidat idéal possède une expertise en JEE, Struts 1, Spring et Hibernate, ainsi qu'une expérience dans le traitement des vulnérabilités de sécurité.   Responsabilités :    Développer, maintenir et optimiser des applications web basées sur Java EE utilisant le framework Struts  Concevoir et implémenter des fonctionnalités robustes en respectant les meilleures pratiques de développement  Collaborer avec les équipes pour intégrer les composants côté serveur et côté client de manière sécurisée  Effectuer des tests unitaires et participer à la revue de code pour garantir la qualité du logiciel  Identifier, analyser et résoudre les...",04.05.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans,Freelance,Rabat-Salé-Kénitra,HIBERNATE - JAVA - SPRING - SQL - STRUTS
Consultant Junior,RED TIC,"Nous sommes à la recherche d'un  Consultant Junior.     Missions :     Analyser les bugs et anomalies  Développer des applications Java avec les frameworks JEE  Participer à la recette des fonctionnalités  Rédiger des documents livrables  Utiliser des outils de développement comme Eclipse, IntelliJ  Gérer le code avec Git, SVN  Développer des applications Android et iOS si nécessaire  Suivre la méthode Agile Scrum  Utiliser Jira pour le suivi des projets  Communiquer en français/anglais  Obtenir des certifications JEE pertinentes.",03.05.2024,Bac+5 et plus,Débutant < 2 ans,Freelance,Casablanca-Mohammedia,AGILE - ANDROID - BATCH - ECLIPSE - GIT - HIBERNATE - JAVA - JIRA - JSF - JUNIT - SCRUM - SPRING
Scrum Master,RED TIC,"En tant que  Scrum Master , votre mission consiste à s’assurer que la méthodologie SCRUM est comprise et bien appliquée et à veiller à ce que les règles, pratiques, valeurs soient respectées au sein des équipes accompagnées.   Fonctions et responsabilités :   Vous aurez la responsabilité d’assurer les tâches principales suivantes :   Accompagner l’équipe sur la compréhension et la mise en œuvre de la méthodologie Scrum  Mettre en place et animer les cérémonies  Piloter la backlog des US  Mettre en place et calculer les indicateurs opérationnels Agile  Animer les rétrospectives.",03.05.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans,Freelance,Rabat-Salé-Kénitra,AGILE - SCRUM
Développeurs Full stack Web/Mobile - 15 000dhs Net - Marrakech,MTS SYSTEM,"Société à rayonnement international, implantée à Marrakech depuis 2006, spécialisée dans la distribution et le développement d’applications commerciales et monétiques, est à la recherche de  Développeurs Full Stack.       Missions   :   Sous la direction d’un chef de projet, au sein d’une équipe de développeurs, vous participerez à la conception et au développement technique de nouvelles applications web et/ou mobile.         Activités principales :     Développement des applications :    Rédiger les lignes de codes nécessaires à la création d’une application  Appliquer les règles de navigation, créer des liens entre les pages  Développer les interfaces  Corriger et optimiser les fonctionnalités...",01.05.2024,Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,Marrakech-Safi,ANDROID - C# - FULL STACK - JAVA - JAVASCRIPT - NET
Scrum Master Senior - Rabat,RED TIC,Nous sommes à la recherche d'un  Scrum Master Senior.     Missions :     Animer les stands up meetings  Revues des rétrospectives  Établir les tableaux de bord projet  Collaborer avec les parties prenantes du projet.,04.07.2024,Bac+5 et plus,Expérience > 10 ans,Freelance,Rabat-Salé-Kénitra,SCRUM
Customer Success Manager/Consultant Logiciel - Marrakech,MOBILITYDEV,"MobilityDev/Nuxilog  est spécialisé dans le développement de solutions mobiles performantes qui facilitent la gestion d'entreprise en connectant divers logiciels de gestion populaires tels que EBP, SAGE, et Wavesoft. Nos applications permettent de maximiser la productivité des équipes en offrant une synchronisation en temps réel entre le bureau et le terrain, notamment dans la gestion des interventions, des ventes, ainsi que dans l'amélioration des échanges commerciaux et logistiques​​.  Concernant le rôle à pourvoir, les principales missions pourraient être décrites comme suivent :     Onboarding des clients  : Accompagner les nouveaux clients dans les premières étapes d'utilisation de notre logiciel, incluant des...",04.07.2024,Bac+3,Expérience entre 2 ans et 5 ans,CDI,Marrakech-Safi,EBP - SAGE
Assistant de Direction H/F - Casablanca,COOPTALENT,"Cooptalent  est une entreprise du numérique spécialisée dans le recrutement et le placement de talents via la cooptation. Nous sommes également spécialisés dans le conseil et l'audit, nous apportons aux entreprises une expertise qualifiée et personnalisée.  Au sein de notre équipe basée à Casablanca, et rattaché(e) au Directeur Général, vous aurez pour missions principales :   Assister le directeur dans la gestion quotidienne des diverses activités de l'entreprise   Suivre l’agenda, rappels et coordination des rendez-vous et réunions  Assister aux réunions, rédiger les comptes rendus et préparer les dossiers de la Direction  Collaborer avec les départements internes pour fournir un soutien administratif...",04.07.2024,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,Casablanca-Mohammedia,ASSISTANAT - DOSSIERS - SECRÉTARIAT
Réceptionniste Virtuel Webcam à Hôtel Casablanca - Casablanca Sidi Maarouf,YOUT HOTEL SÀRL,"Offre d'emploi : Agent de réception virtuelle   Nous sommes un groupe hôtelier suisse à la recherche de 5 personnes pour rejoindre notre équipe dans nos bureaux à Casablanca.   Avantages :    Prime pour la maîtrise de langues supplémentaires : Allemand, Espagnol, Portugais.  Prime basée sur les notes Booking : Si la moyenne atteint 8.0 par mois, une prime est accordée.    Prérequis :    Excellente maîtrise du français parlé.  Bon niveau d'anglais parlé.    Vos missions :    Accueil des clients et prise de connaissance des arrivées.  Check-in et encaissement.  Gestion des problèmes et des réclamations clients.  Gestion des appels téléphoniques.  Prise de réservations.  Gestion des courriels.    Lieu de travail :...",04.07.2024,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI & Freelance,Casablanca-Mohammedia,ACCUEIL - BOOKING - TOURISME
Ingénieur Cloud DevOps,MOVE2CLOUD,"Nous cherchons pour notre client à Paris des  Ingénieurs Cloud / DevOps . Votre rôle consiste à créer, déployer et améliorer les fonctionnalités à travers toutes les couches de l’application. Vous travaillez en étroite collaboration avec le Product Owner pour implémenter ces fonctionnalités et garantir la stabilité technique et la cohérence. Vous êtes un membre clé de l’équipe qui possède la responsabilité totale du produit.   Maitrise d'un provider cloud AWS ou Azure ou GCP  Connaissances et usage de la conteneurisation (docker, Kubernetes)  Connaissance des chaines de CI/CD, usage de (Gitlab, Nexus, Jenkins, Ansible, Artifactory)  Bonnes connaissances des langages (Shell, PowerShell, yaml)  Connaissance...",04.07.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,International,AGILE - APACHE - ARTIFACTORY - AZURE - CENTOS - CONFLUENCE - DOCKER - GITLAB - JAVA - JAVASCRIPT - JBOSS - JENKINS - JIRA - NODE JS - NOSQL - POWERSHELL - PYTHON - SHELL - TOMCAT - UBUNTU - VPN
Responsable Informatique Hispanophone - Tanger,MAROC FORCE EMPLOI,"Nous sommes à la recherche d’un  Responsable Informatique Hispanophone.   La principale mission est d’assurer la gestion des besoins en solutions informatiques (matérielles et logicielles) et la veiller en permanence à garantir l'efficacité du parc informatique, ainsi qu'au respect des acquisitions des licences utilisateurs.",04.07.2024,Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,Tanger-Tétouan-Al Hoceïma,
Expert en Sécurité des Systèmes D’information,RED TIC,"Nous sommes à la recherche d'un  Expert en Sécurité des Systèmes D’information/     Missions :     Garantir l'évaluation des risques liés aux technologies de l'information (IT) dans son domaine d'intervention, en couvrant à la fois les aspects fonctionnels et techniques  Veiller à la mise en œuvre efficace des principes de gestion des risques, en proposant des solutions pour atténuer les risques identifiés  Assurer l'évaluation des risques IT liés aux projets, tant au niveau de l'infrastructure que des activités métiers  Diriger la Maîtrise d'Ouvrage (MOA) des projets et programmes de sécurité informatique  Formaliser les procédures et processus de sécurité de l'information dans son...",04.07.2024,Bac+5 et plus,Expérience > 10 ans,Freelance,Casablanca-Mohammedia,EBIOS
Développeurs Full stack Web/Mobile - 15 000dhs Net - Marrakech,MTS SYSTEM,"Société à rayonnement international, implantée à Marrakech depuis 2006, spécialisée dans la distribution et le développement d’applications commerciales et monétiques, est à la recherche de  Développeurs Full Stack.       Missions   :   Sous la direction d’un chef de projet, au sein d’une équipe de développeurs, vous participerez à la conception et au développement technique de nouvelles applications web et/ou mobile.         Activités principales :     Développement des applications :    Rédiger les lignes de codes nécessaires à la création d’une application  Appliquer les règles de navigation, créer des liens entre les pages  Développer les interfaces  Corriger et optimiser les fonctionnalités...",03.07.2024,Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,Marrakech-Safi,ANDROID - C# - FULL STACK - JAVA - JAVASCRIPT - NET
Architecte Technique - Casablanca,RED TIC,Mission :   Nous avons besoin d’un  Architecte Technique  avec comme principales missions :    Principales missions :      Construire les dossiers d’architecture HRD et HDD en collaboration avec GTO  Rédiger le dossier d’exploitation  Présenter la solution devant le comité EARB afin d'obtenir le go prod  Mettre en œuvre et faire évoluer l’architecture technique et Infra  Mettre en œuvre la politique de sécurité et de performance  Mettre en place les bonnes pratiques et standards de développements  Être en support technique du référent et des développeurs  Gérer les risques techniques.,03.07.2024,Bac+4 & Bac+5 et plus,Expérience > 10 ans,Freelance,Casablanca-Mohammedia,JAVA - JENKINS - SPRING
Concepteur - Développeur .NET Core Confirmé - Rabat,RED TIC,Nous sommes à la recherche d'un  Concepteur - Développeur .NET Core Confirmé.     Missions :    Analyse :   Contribue à la définition des spécifications générales  Réalise l'analyse technique et l’étude détaillée  Réalise le prototypage.   Développement :   Réalise le développement spécifique nécessaire en .NET Core  Participer aux rituels agiles  Reporter l’avancement sur Jira  Rédige les documentations.   Qualification :   Élabore les jeux d’essais pour les tests unitaires d’intégration  Effectue les tests unitaires  Identifie et traite les dysfonctionnements.   Maintenance :   Prends en charge la maintenance corrective  Prends en charge la maintenance évolutive  Administre les composants...,03.07.2024,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,Freelance,Rabat-Salé-Kénitra,JIRA - NET
Concepteur – Développeur Spring Boot Senior - Rabat,RED TIC,Nous sommes à la recherche d'un  Concepteur – Développeur Spring Boot Senior.     Missions :     Analyse :  Contribue à la définition des spécifications générales  Réalise l'analyse technique et l’étude détaillée  Réalise le prototypage    Développement :  Réalise le développement spécifique nécessaire en Spring Boot  Participe aux rituels agiles  Reporte l’avancement sur Jira  Rédige les documentations  Élabore les jeux d’essais pour les tests unitaires d’intégration  Effectue les tests unitaires  Identifie et traite les dysfonctionnements    Maintenance :  Prends en charge la maintenance corrective  Prends en charge la maintenance évolutive  Administre les composants logiciels...,03.07.2024,Bac+4 & Bac+5 et plus,Expérience > 10 ans,Freelance,Rabat-Salé-Kénitra,JIRA - SPRING
Concepteur – Développeur .NET Core Senior - Rabat,RED TIC,Nous sommes à la recherche d'un  Concepteur – Développeur .NET Core Senior.     Missions :     Analyse :  Contribue à la définition des spécifications générales  Réalise l'analyse technique et l’étude détaillée  Réalise le prototypage    Développement :  Réalise le développement spécifique nécessaire en .NET Core  Participe aux rituels agiles  Reporte l’avancement sur Jira  Rédige les documentations    Qualification :  Élaborer les jeux d’essais pour les tests unitaires d’intégration  Effectuer les tests unitaires  Identifier et traiter les dysfonctionnements    Maintenance :  Prendre en charge la maintenance corrective  Prendre en charge la maintenance évolutive  Administrer les...,03.07.2024,Bac+4 & Bac+5 et plus,Expérience > 10 ans,Freelance,Rabat-Salé-Kénitra,AZURE - JIRA - NET
Développeurs Fullstack .Net / ReactJS - Rabat et Casablanca,AFRICAWORK,"Nous recherchons, pour notre client basé à  Rabat et Casablanca , des  Développeurs Full-stack Séniors .Net/ReactJS .  Réputés pour leur environnement technique moderne et diversifié, vous rejoindrez une équipe qui intègre toutes les compétences nécessaires pour réaliser des livraisons en mode agile sous la responsabilité de l'Engineering Manager.    En tant que développeurs expérimentés, vos activités seront :     Participer à l'analyse technique/fonctionnelle des nouveaux besoins ;  Développer des évolutions sur les applications existantes ;  Mettre en place les pratiques d'ingénierie visant à produire du code de qualité (clean code, revue de code, TU, ...) ;  Collaborer avec les différentes expertises de...",03.07.2024,"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,Casablanca-Mohammedia & Rabat-Salé-Kénitra,AGILE - BDD - C# - CSS - DOTNET - GENERIX - GIT - HTML - LINQ - NET - PROC - REACT - SQL
Chef de Projet SI AMOE - Rabat,RED TIC,"Nous sommes à la recherche d'un  Chef de Projet SI AMOE.   Responsabilité du contenu technique du projet :   Définit la conception technique et rédige les spécifications techniques détaillées  Participe à la réalisation en termes de développements spécifiques ou d'intégration.  Définit les tests et participe aux recettes.   Conduite du projet sur le terrain :   Organise, coordonne et anime l'ensemble de l’équipe de maîtrise d’œuvre du projet  Supervise le déroulement du projet  Coordonne, synthétise, et assure la qualité des validations prononcées  Gère la relation avec le ou les fournisseurs (depuis la signature du contrat à la validation finale du projet).   Déploiement et conduite de changement du...",02.07.2024,Bac+4 & Bac+5 et plus,Expérience > 10 ans,Freelance,Rabat-Salé-Kénitra,AGILE
Designer UX/UI Senior - Rabat,RED TIC,Nous sommes à la recherche d'un  Designer UX/UI Senior.     Missions :     Conçoit les interfaces et maquettes Mock-up du parcours client/utilisateur  Réalise les études UX/UI autour des sites et applications mobiles de BAM  Participe aux rituels agiles  Reporte l’avancement sur Jira  Rédige la documentation.,02.07.2024,Bac+4 & Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Rabat-Salé-Kénitra,JIRA
Architecte Microservices et Plateformes Kubernetes - Rabat,RED TIC,Nous sommes à la recherche d'un  Architecte Microservices et plateformes Kubernetes.     Missions :     Conception d’architecture Microservices autour de Kubernetes  Mise en place de clusters Kubernetes complets  Implémentation des outils de monitoring autour de Kubernetes  Implémentation des outils de journalisation autour de Kubernetes  Administration de clusters Kubernetes  Diagnostic des anomalies et exceptions autour de Kubernetes  Réalisation des audits de sécurité sur les clusters Kubernetes.,02.07.2024,Bac+4 & Bac+5 et plus,Expérience > 10 ans,Freelance,Rabat-Salé-Kénitra,
Architecte Entreprise - Rabat,RED TIC,"Nous sommes à la recherche d'un  Architecte Entreprise.     Missions :     Évaluer la stratégie technologique, l’organisation, les applications métier et l’infrastructure  Donner des conseils sur la cartographie de l'architecture chez BAM, y compris concernant la technologie, l’information, les données, la sécurité et l’intégration  Mettre en œuvre des solutions informatiques innovantes à grande échelle pour favoriser le projet de transformation globale de Barid al Maghrib (Barid al Ghad 2.0)  Évaluer et identifier les risques liés à l'informatique  Développer une stratégie technologique et des produits livrables pour faire face aux risques informatiques et améliorer l’efficacité...",02.07.2024,Bac+5 et plus,Expérience > 10 ans,Freelance,Rabat-Salé-Kénitra,TOGAF
